"Won_Championship","Previous_SB_Wins","Number_Of_Wins_This_Season","Number_Of_First_Round_Draft_Picks","Team_Value","Playing_Style","Average_Player_Age","Number_Of_Injured_Players","Coach_Experience_Level","ID"
0,1,10,0,"Less_Than_Four_Billion","Balanced",27,"eight","Beginner",8410
1,2,13,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",5595
1,2,14,3,"Above_Four_Billion","Balanced",27,"six","Advanced",4015
1,2,14,3,"Less_Than_Four_Billion","Balanced",26,"eight","Intermediate",8331
1,2,14,3,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",6183
1,2,14,3,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",481
1,2,14,3,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",3689
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",8703
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",188
0,2,15,2,"Less_Than_Four_Billion","Balanced",27,"three","Intermediate",7968
1,2,12,1,"Less_Than_Four_Billion","Balanced",27,"three","Intermediate",3080
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",9553
1,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"three","Intermediate",415
1,1,14,2,"Less_Than_Four_Billion","Balanced",27,"seven","Intermediate",2380
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",9993
0,1,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",4339
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",7516
1,2,13,2,"Less_Than_Four_Billion","Relaxed",26,"six","Intermediate",7124
1,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",4330
0,2,13,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",5159
0,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",6828
1,1,13,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",2943
1,1,14,3,"Less_Than_Three_Billion","Aggressive_Defense",26,"six","Intermediate",5589
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",4692
1,2,12,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",3935
0,2,13,2,"Less_Than_Four_Billion","Balanced",27,"seven","Intermediate",3267
1,3,15,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",5479
1,2,13,2,"Less_Than_Three_Billion","Balanced",26,"four","Intermediate",8865
1,1,16,3,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",2578
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",5552
0,2,15,2,"Above_Four_Billion","Balanced",26,"four","Intermediate",6821
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",3750
0,1,14,2,"Less_Than_Four_Billion","Balanced",27,"three","Intermediate",1331
0,2,13,2,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",9326
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",6260
1,2,13,2,"Less_Than_Three_Billion","Balanced",26,"eight","Beginner",2379
1,3,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",3779
0,1,11,2,"Less_Than_Three_Billion","Balanced",27,"seven","Intermediate",3852
0,2,13,3,"Less_Than_Three_Billion","Aggressive_Defense",26,"seven","Advanced",3718
1,2,14,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",5451
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",9721
1,2,16,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Beginner",6406
1,3,14,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",6132
1,3,14,2,"Above_Four_Billion","Balanced",26,"five","Intermediate",5916
1,2,15,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",9774
1,2,12,1,"Less_Than_Four_Billion","Balanced",27,"four","Intermediate",5952
0,2,15,3,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",170
0,2,16,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",4513
0,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"eight","Intermediate",6556
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",65
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",9241
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",5616
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",4102
1,2,15,3,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",2229
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",25,"six","Intermediate",1547
1,2,15,3,"Less_Than_Four_Billion","Balanced",25,"eight","Intermediate",3121
1,2,14,3,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",7171
1,2,15,3,"Less_Than_Three_Billion","Balanced",26,"six","Intermediate",9369
0,2,14,2,"Above_Four_Billion","Aggressive_Defense",26,"six","Intermediate",7293
1,2,13,2,"Above_Four_Billion","Aggressive_Defense",27,"five","Intermediate",9270
1,2,14,2,"Less_Than_Four_Billion","Balanced",27,"four","Intermediate",8104
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",9739
1,2,14,3,"Less_Than_Three_Billion","Aggressive_Defense",26,"four","Advanced",3560
1,1,13,2,"Above_Four_Billion","Balanced",26,"six","Advanced",3710
1,2,14,3,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",287
1,2,15,3,"Less_Than_Four_Billion","Aggressive_Offense",26,"six","Intermediate",8724
1,2,13,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",5906
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",1999
1,2,15,2,"Less_Than_Four_Billion","Balanced",25,"seven","Intermediate",6527
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",7995
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",3338
1,1,13,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Advanced",6935
0,2,14,2,"Less_Than_Four_Billion","Balanced",27,"three","Intermediate",1620
0,2,15,2,"Above_Four_Billion","Balanced",26,"five","Intermediate",8161
0,2,13,2,"Above_Four_Billion","Balanced",27,"nine","Intermediate",1895
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",6098
0,2,16,2,"Less_Than_Four_Billion","Aggressive_Defense",25,"three","Intermediate",7266
0,3,15,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",1313
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"eight","Intermediate",6433
0,2,12,2,"Above_Four_Billion","Aggressive_Defense",26,"nine","Intermediate",1852
0,1,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",7023
1,2,15,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",3361
1,2,14,2,"Above_Four_Billion","Aggressive_Defense",26,"five","Intermediate",3415
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",7478
1,2,13,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Advanced",1787
0,2,16,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"two","Intermediate",2244
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",414
0,2,15,3,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",2055
1,3,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",9453
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",6232
0,2,14,3,"Less_Than_Four_Billion","Balanced",26,"five","Advanced",8964
0,1,15,2,"Above_Four_Billion","Aggressive_Defense",26,"six","Intermediate",9035
0,1,12,1,"Less_Than_Four_Billion","Aggressive_Defense",28,"five","Intermediate",2404
0,2,14,2,"Less_Than_Three_Billion","Balanced",27,"five","Intermediate",396
1,2,14,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",579
0,2,14,3,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",5441
1,3,13,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",758
1,2,15,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",1005
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",7419
0,3,13,2,"Above_Four_Billion","Balanced",26,"seven","Intermediate",1986
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",7767
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",1443
0,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",6653
1,2,14,3,"Less_Than_Four_Billion","Balanced",26,"six","Advanced",8102
0,2,17,3,"Less_Than_Four_Billion","Balanced",26,"three","Advanced",4009
0,2,16,3,"Less_Than_Four_Billion","Aggressive_Offense",26,"four","Intermediate",4230
1,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"eight","Intermediate",9316
0,2,12,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"eight","Intermediate",7533
0,3,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"three","Intermediate",3405
1,2,14,3,"Less_Than_Three_Billion","Balanced",26,"eight","Intermediate",447
0,1,13,1,"Less_Than_Three_Billion","Balanced",27,"four","Intermediate",2564
1,2,15,2,"Less_Than_Four_Billion","Balanced",26,"six","Beginner",9484
1,2,14,3,"Less_Than_Three_Billion","Balanced",26,"seven","Advanced",3266
1,3,13,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",9018
0,2,16,2,"Less_Than_Four_Billion","Aggressive_Offense",26,"three","Intermediate",6873
0,2,13,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",8229
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",3587
0,1,17,2,"Less_Than_Four_Billion","Aggressive_Defense",25,"two","Intermediate",6841
0,2,12,2,"Less_Than_Four_Billion","Balanced",26,"seven","Beginner",1619
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",1629
0,1,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",1425
1,1,14,3,"Above_Four_Billion","Aggressive_Offense",26,"seven","Advanced",6616
0,2,14,2,"Above_Four_Billion","Aggressive_Defense",27,"three","Intermediate",6508
1,2,13,3,"Above_Four_Billion","Aggressive_Defense",26,"eight","Advanced",5652
0,2,13,2,"Above_Four_Billion","Aggressive_Offense",27,"six","Intermediate",3539
1,1,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"eight","Intermediate",5255
0,2,16,2,"Less_Than_Four_Billion","Balanced",25,"three","Intermediate",6482
0,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Beginner",5950
1,2,12,3,"Less_Than_Four_Billion","Balanced",26,"six","Advanced",3007
0,2,13,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Beginner",7659
1,1,14,3,"Less_Than_Three_Billion","Balanced",26,"six","Intermediate",5240
0,1,13,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Beginner",6230
1,3,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",5476
1,2,15,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",9864
1,1,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",7234
1,2,12,2,"Above_Four_Billion","Balanced",26,"four","Intermediate",4160
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"three","Intermediate",4050
1,2,13,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",8522
0,1,13,2,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",6572
1,2,14,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",2466
0,2,13,3,"Less_Than_Four_Billion","Aggressive_Offense",26,"seven","Intermediate",7977
0,2,13,1,"Less_Than_Four_Billion","Balanced",27,"five","Beginner",371
0,2,14,2,"Less_Than_Four_Billion","Relaxed",26,"six","Intermediate",4957
1,2,15,2,"Less_Than_Three_Billion","Aggressive_Defense",26,"three","Intermediate",435
0,3,12,1,"Less_Than_Four_Billion","Balanced",27,"six","Beginner",8746
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",7501
0,2,14,2,"Less_Than_Four_Billion","Balanced",27,"four","Intermediate",4387
1,1,14,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",7013
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",6990
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",1452
1,1,12,2,"Above_Four_Billion","Aggressive_Defense",27,"four","Advanced",5279
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"five","Beginner",9551
0,2,13,1,"Less_Than_Four_Billion","Aggressive_Offense",27,"six","Beginner",4208
1,1,12,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",9451
1,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",7387
1,2,14,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",4429
1,1,14,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",5134
0,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",257
0,2,15,2,"Above_Four_Billion","Aggressive_Defense",26,"five","Intermediate",8525
0,2,14,3,"Above_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",8803
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",1079
0,1,16,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"three","Intermediate",2738
0,2,14,2,"Less_Than_Three_Billion","Aggressive_Defense",26,"six","Intermediate",5123
1,2,16,2,"Above_Four_Billion","Aggressive_Defense",26,"five","Intermediate",5348
1,1,13,3,"Less_Than_Three_Billion","Balanced",27,"five","Advanced",4078
1,3,14,2,"Less_Than_Three_Billion","Aggressive_Defense",26,"five","Intermediate",5580
0,2,14,2,"Above_Four_Billion","Balanced",27,"four","Intermediate",7975
0,1,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",9837
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"three","Intermediate",9546
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",9592
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",559
0,2,13,2,"Less_Than_Four_Billion","Balanced",26,"six","Beginner",7900
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",873
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",4568
0,2,12,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Advanced",995
1,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",7502
1,2,13,3,"Less_Than_Four_Billion","Balanced",26,"five","Advanced",8895
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",2560
0,3,13,2,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",4815
1,1,15,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",8628
1,2,14,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",1569
1,3,15,3,"Above_Four_Billion","Balanced",27,"six","Advanced",3898
1,2,15,3,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",2447
1,2,14,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",1111
1,2,14,3,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",5993
0,1,15,1,"Less_Than_Four_Billion","Aggressive_Offense",27,"three","Intermediate",4181
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",9376
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",7157
1,1,13,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",895
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",880
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",8040
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",2524
0,2,14,1,"Less_Than_Four_Billion","Balanced",26,"six","Beginner",3319
1,2,14,3,"Above_Four_Billion","Aggressive_Defense",26,"six","Advanced",3375
0,2,15,1,"Less_Than_Four_Billion","Balanced",26,"three","Beginner",1267
1,3,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",6329
0,3,14,2,"Less_Than_Four_Billion","Balanced",27,"four","Intermediate",8872
0,2,14,3,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",1627
1,2,13,2,"Less_Than_Four_Billion","Balanced",27,"three","Intermediate",5069
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",7215
1,1,15,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",6227
1,2,14,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",6002
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",2251
1,1,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Advanced",4196
0,2,12,2,"Less_Than_Four_Billion","Balanced",27,"eight","Intermediate",5968
1,2,13,2,"Above_Four_Billion","Aggressive_Defense",26,"six","Intermediate",1352
0,2,13,2,"Above_Four_Billion","Aggressive_Defense",26,"eight","Intermediate",6133
0,1,12,1,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",1057
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Offense",27,"four","Intermediate",5060
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",353
0,2,13,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",7445
1,2,13,2,"Less_Than_Four_Billion","Balanced",27,"six","Advanced",5131
1,1,13,2,"Above_Four_Billion","Aggressive_Defense",27,"six","Intermediate",1660
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",7225
1,2,13,3,"Less_Than_Four_Billion","Aggressive_Defense",25,"seven","Intermediate",253
1,2,15,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",1273
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",3269
1,1,13,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"three","Intermediate",1980
0,1,16,3,"Less_Than_Four_Billion","Aggressive_Defense",25,"four","Intermediate",6243
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",1979
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"two","Intermediate",1869
0,2,13,2,"Less_Than_Four_Billion","Balanced",27,"seven","Intermediate",6363
0,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",1190
0,1,16,3,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",9642
1,2,13,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"three","Intermediate",8168
0,2,14,2,"Less_Than_Four_Billion","Balanced",27,"four","Intermediate",1480
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",8900
1,2,15,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",1227
1,3,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",2921
1,1,15,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",3871
1,2,13,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",4366
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",4045
0,2,15,2,"Less_Than_Three_Billion","Balanced",26,"four","Intermediate",2022
1,1,15,3,"Above_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",4741
1,1,15,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",8420
1,1,12,2,"Less_Than_Four_Billion","Balanced",26,"five","Advanced",1073
1,1,14,3,"Less_Than_Four_Billion","Balanced",27,"six","Advanced",8629
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",3888
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Beginner",8087
1,2,14,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",4581
0,2,14,2,"Above_Four_Billion","Aggressive_Defense",26,"six","Intermediate",6172
1,3,12,2,"Less_Than_Four_Billion","Aggressive_Offense",27,"four","Advanced",2708
1,1,13,2,"Less_Than_Three_Billion","Aggressive_Defense",27,"six","Intermediate",4703
1,2,14,3,"Less_Than_Four_Billion","Balanced",26,"eight","Intermediate",4315
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Beginner",2918
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",9054
0,1,15,2,"Above_Four_Billion","Balanced",26,"four","Intermediate",8951
1,2,16,2,"Less_Than_Four_Billion","Balanced",27,"five","Beginner",3315
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",523
0,2,14,2,"Less_Than_Four_Billion","Balanced",25,"five","Beginner",2703
1,3,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",2378
0,2,13,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Beginner",3
1,1,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",7130
0,2,12,2,"Less_Than_Four_Billion","Balanced",27,"eight","Intermediate",1672
1,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",4316
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",4021
0,1,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Advanced",3635
0,3,13,1,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",1299
1,2,15,3,"Less_Than_Three_Billion","Relaxed",25,"six","Intermediate",8914
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",7449
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Offense",26,"five","Intermediate",6425
1,3,13,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",7960
0,2,12,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"seven","Intermediate",4076
1,2,15,3,"Above_Four_Billion","Aggressive_Defense",26,"six","Intermediate",4090
1,3,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",8845
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",1553
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Offense",26,"five","Intermediate",7374
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",4226
1,1,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",3682
1,2,15,2,"Above_Four_Billion","Balanced",26,"five","Intermediate",8916
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",6215
1,2,16,3,"Less_Than_Three_Billion","Balanced",27,"seven","Intermediate",3607
1,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",3884
0,2,13,2,"Less_Than_Three_Billion","Aggressive_Defense",27,"five","Intermediate",8079
0,1,12,2,"Above_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",2544
0,2,12,2,"Less_Than_Four_Billion","Balanced",27,"eight","Intermediate",4795
1,2,13,1,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",454
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",7957
0,2,13,2,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",6503
1,1,14,3,"Above_Four_Billion","Aggressive_Defense",27,"five","Intermediate",6555
0,2,14,2,"Above_Four_Billion","Balanced",26,"eight","Intermediate",7388
0,1,15,2,"Above_Four_Billion","Aggressive_Defense",26,"four","Intermediate",7945
0,2,13,3,"Less_Than_Four_Billion","Balanced",26,"nine","Intermediate",2344
1,1,13,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",5560
0,1,13,1,"Less_Than_Four_Billion","Balanced",27,"six","Beginner",3931
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",2495
0,2,14,1,"Less_Than_Four_Billion","Balanced",26,"five","Beginner",5787
1,2,15,3,"Less_Than_Four_Billion","Balanced",26,"five","Advanced",4008
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",2313
0,1,13,2,"Less_Than_Four_Billion","Balanced",26,"seven","Beginner",8230
0,2,13,1,"Less_Than_Four_Billion","Balanced",26,"six","Beginner",1624
1,1,15,4,"Less_Than_Four_Billion","Aggressive_Defense",27,"eight","Advanced",5264
1,1,12,3,"Less_Than_Four_Billion","Balanced",27,"six","Advanced",2065
1,1,15,2,"Above_Four_Billion","Aggressive_Defense",26,"five","Intermediate",8362
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Offense",26,"seven","Intermediate",7211
1,3,15,3,"Above_Four_Billion","Aggressive_Defense",26,"four","Advanced",7565
0,1,14,1,"Less_Than_Four_Billion","Balanced",26,"five","Beginner",4367
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Offense",27,"six","Advanced",9289
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",8609
1,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",2651
0,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Advanced",1925
0,2,13,2,"Less_Than_Three_Billion","Balanced",27,"seven","Intermediate",7682
0,3,14,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",7316
1,2,13,2,"Less_Than_Three_Billion","Aggressive_Defense",27,"six","Intermediate",5888
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",9405
0,1,15,2,"Less_Than_Four_Billion","Aggressive_Defense",25,"five","Intermediate",584
1,2,14,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",6909
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",7190
0,2,16,2,"Above_Four_Billion","Balanced",26,"three","Intermediate",8543
0,2,13,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",8888
1,2,12,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Advanced",6312
1,1,16,3,"Less_Than_Four_Billion","Balanced",26,"eight","Intermediate",2961
0,2,16,2,"Less_Than_Four_Billion","Aggressive_Defense",25,"five","Intermediate",9652
0,1,13,2,"Less_Than_Three_Billion","Balanced",26,"seven","Intermediate",4451
0,1,15,2,"Less_Than_Three_Billion","Balanced",26,"three","Intermediate",1120
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Advanced",6151
1,2,14,2,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",2238
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",785
0,3,13,1,"Less_Than_Four_Billion","Aggressive_Offense",27,"five","Intermediate",2478
0,1,12,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Beginner",534
1,2,14,2,"Less_Than_Three_Billion","Aggressive_Defense",27,"four","Intermediate",8930
